iter	Passed	Remaining
270	1690	4546
271	1696	4540
272	1702	4533
273	1709	4529
274	1715	4522
275	1721	4516
276	1727	4508
277	1732	4500
278	1738	4493
279	1744	4486
280	1750	4479
281	1756	4473
282	1762	4465
283	1768	4458
284	1774	4453
285	1780	4445
286	1786	4438
287	1793	4432
288	1798	4425
289	1805	4419
290	1810	4412
291	1816	4405
292	1823	4399
293	1829	4392
294	1835	4386
295	1841	4380
296	1847	4374
297	1854	4368
298	1860	4362
299	1866	4356
300	1873	4350
301	1879	4343
302	1885	4336
303	1891	4331
304	1897	4324
305	1904	4318
306	1910	4312
307	1916	4305
308	1922	4299
309	1928	4293
310	1935	4286
311	1940	4279
312	1946	4272
313	1952	4266
314	1959	4260
315	1964	4251
316	1970	4245
317	1977	4240
318	1983	4233
319	1988	4226
320	1995	4220
321	2001	4213
322	2006	4205
323	2011	4197
324	2018	4191
325	2024	4185
326	2030	4178
327	2037	4173
328	2043	4167
329	2049	4161
330	2055	4155
331	2060	4146
332	2066	4139
333	2072	4131
334	2077	4123
335	2082	4116
336	2089	4110
337	2095	4104
338	2101	4097
339	2107	4091
340	2112	4083
341	2118	4076
342	2124	4070
343	2129	4061
344	2136	4055
345	2142	4049
346	2148	4043
347	2155	4037
348	2161	4031
349	2166	4023
350	2172	4017
351	2178	4010
352	2185	4005
353	2191	3998
354	2197	3991
355	2203	3986
356	2209	3980
357	2216	3974
358	2221	3967
359	2228	3960
360	2234	3955
361	2240	3948
362	2246	3942
363	2251	3934
364	2257	3926
365	2263	3920
366	2269	3914
367	2275	3907
368	2280	3899
369	2286	3893
370	2291	3885
371	2298	3879
372	2304	3873
373	2310	3867
374	2316	3861
375	2322	3853
376	2328	3847
377	2334	3841
378	2340	3834
379	2346	3828
380	2352	3822
381	2358	3815
382	2364	3809
383	2373	3806
384	2379	3801
385	2385	3794
386	2391	3788
387	2397	3782
388	2403	3775
389	2409	3769
390	2415	3762
391	2421	3756
392	2428	3750
393	2434	3743
394	2440	3737
395	2446	3731
396	2452	3724
397	2458	3718
398	2464	3711
399	2470	3705
400	2476	3699
401	2482	3692
402	2488	3687
403	2494	3680
404	2500	3673
405	2507	3668
406	2513	3661
407	2519	3655
408	2525	3649
409	2531	3642
410	2538	3637
411	2544	3630
412	2549	3623
413	2555	3617
414	2562	3612
415	2569	3606
416	2575	3600
417	2581	3593
418	2587	3588
419	2594	3582
420	2599	3575
421	2606	3569
422	2611	3562
423	2617	3555
424	2624	3550
425	2630	3544
426	2636	3538
427	2642	3531
428	2648	3525
429	2654	3519
430	2661	3513
431	2667	3507
432	2673	3501
433	2679	3494
434	2685	3488
435	2691	3481
436	2696	3474
437	2703	3468
438	2709	3462
439	2715	3455
440	2722	3450
441	2728	3444
442	2734	3438
443	2741	3432
444	2747	3426
445	2753	3420
446	2759	3413
447	2765	3407
448	2771	3401
449	2777	3395
450	2784	3388
451	2790	3382
452	2795	3375
453	2801	3369
454	2807	3362
455	2813	3355
456	2819	3350
457	2824	3342
458	2830	3335
459	2836	3329
460	2842	3323
461	2848	3316
462	2854	3310
463	2860	3304
464	2865	3297
465	2872	3291
466	2878	3284
467	2884	3278
468	2889	3271
469	2895	3264
470	2901	3258
471	2907	3251
472	2912	3245
473	2918	3238
474	2924	3232
475	2930	3226
476	2937	3220
477	2943	3214
478	2949	3208
479	2955	3201
480	2961	3195
481	2968	3189
482	2974	3183
483	2980	3177
484	2986	3171
485	2992	3164
486	2998	3158
487	3004	3152
488	3010	3146
489	3016	3139
490	3022	3133
491	3028	3127
492	3035	3121
493	3040	3114
494	3046	3107
495	3052	3102
496	3058	3095
497	3064	3089
498	3070	3082
499	3076	3076
500	3082	3069
501	3088	3063
502	3094	3057
503	3100	3051
504	3106	3044
505	3111	3038
506	3118	3032
507	3124	3025
508	3130	3019
509	3136	3013
510	3141	3006
511	3148	3000
512	3154	2994
513	3159	2987
514	3165	2981
515	3171	2974
516	3177	2968
517	3183	2962
518	3189	2955
519	3195	2949
520	3201	2943
521	3207	2937
522	3213	2931
523	3220	2925
524	3226	2918
525	3232	2913
526	3238	2906
527	3244	2900
528	3251	2894
529	3256	2888
530	3262	2881
531	3267	2874
532	3273	2868
533	3279	2862
534	3285	2855
535	3291	2849
536	3297	2843
537	3302	2836
538	3307	2829
539	3314	2823
540	3319	2816
541	3325	2810
542	3332	2804
543	3337	2797
544	3343	2791
545	3350	2785
546	3355	2779
547	3362	2773
548	3368	2767
549	3374	2760
550	3379	2754
551	3385	2747
552	3391	2741
553	3397	2735
554	3403	2729
555	3410	2723
556	3416	2717
557	3422	2710
558	3428	2704
559	3434	2698
560	3440	2692
561	3446	2686
562	3451	2679
563	3457	2673
564	3463	2666
565	3470	2660
566	3476	2654
567	3482	2648
568	3488	2642
569	3494	2636
570	3500	2629
571	3506	2623
572	3512	2617
573	3517	2610
574	3523	2604
575	3529	2598
576	3535	2592
577	3541	2585
578	3548	2579
579	3554	2573
580	3560	2567
581	3565	2560
582	3571	2554
583	3577	2548
584	3584	2542
585	3590	2536
586	3596	2530
587	3602	2524
588	3608	2518
589	3615	2512
590	3621	2506
591	3626	2499
592	3632	2493
593	3638	2486
594	3644	2480
595	3650	2474
596	3655	2467
597	3661	2461
598	3666	2454
599	3671	2447
600	3677	2441
601	3683	2435
602	3689	2429
603	3696	2423
604	3702	2417
605	3709	2411
606	3714	2404
607	3720	2398
608	3725	2391
609	3730	2385
610	3735	2378
611	3740	2371
612	3745	2364
613	3751	2358
614	3757	2352
615	3762	2345
616	3768	2338
617	3773	2332
618	3779	2326
619	3784	2319
620	3790	2313
621	3796	2306
622	3802	2300
623	3807	2294
624	3812	2287
625	3817	2280
626	3823	2274
627	3828	2267
628	3833	2261
629	3838	2254
630	3844	2248
631	3849	2241
632	3854	2234
633	3859	2228
634	3865	2221
635	3870	2215
636	3875	2208
637	3880	2201
638	3885	2195
639	3891	2188
640	3896	2182
641	3901	2175
642	3907	2169
643	3913	2163
644	3918	2156
645	3923	2150
646	3927	2142
647	3932	2135
648	3937	2129
649	3941	2122
650	3946	2115
651	3952	2109
652	3957	2102
653	3962	2096
654	3967	2089
655	3972	2083
656	3977	2076
657	3983	2070
658	3988	2063
659	3993	2057
660	3998	2050
661	4004	2044
662	4009	2037
663	4014	2031
664	4019	2025
665	4025	2018
666	4030	2012
667	4035	2005
668	4040	1999
669	4045	1992
670	4051	1986
671	4056	1980
672	4062	1973
673	4067	1967
674	4072	1960
675	4077	1954
676	4083	1948
677	4089	1942
678	4094	1935
679	4099	1929
680	4105	1922
681	4110	1916
682	4115	1910
683	4121	1903
684	4126	1897
685	4132	1891
686	4137	1884
687	4142	1878
688	4148	1872
689	4153	1865
690	4158	1859
691	4164	1853
692	4171	1848
693	4175	1841
694	4182	1835
695	4188	1829
696	4194	1823
697	4200	1817
698	4205	1810
699	4210	1804
700	4217	1798
701	4222	1792
702	4227	1786
703	4233	1779
704	4238	1773
705	4243	1767
706	4248	1760
707	4253	1754
708	4259	1748
709	4264	1741
710	4269	1735
711	4274	1729
712	4280	1722
713	4286	1716
714	4291	1710
715	4297	1704
716	4303	1698
717	4308	1692
718	4315	1686
719	4321	1680
720	4325	1673
721	4331	1667
722	4335	1660
723	4340	1654
724	4346	1648
725	4351	1642
726	4358	1636
727	4364	1630
728	4370	1624
729	4376	1618
730	4380	1612
731	4385	1605
732	4392	1599
733	4398	1594
734	4403	1587
735	4408	1581
736	4415	1575
737	4421	1569
738	4427	1563
739	4431	1556
740	4437	1550
741	4442	1544
742	4448	1538
743	4454	1532
744	4459	1526
745	4465	1520
746	4471	1514
747	4476	1508
748	4482	1502
749	4488	1496
750	4492	1489
751	4498	1483
752	4502	1477
753	4508	1470
754	4513	1464
755	4519	1458
756	4526	1452
757	4532	1447
758	4538	1440
759	4544	1435
760	4550	1429
761	4555	1422
762	4560	1416
763	4565	1410
764	4570	1404
765	4577	1398
766	4582	1392
767	4587	1385
768	4593	1379
769	4599	1373
770	4605	1368
771	4612	1362
772	4617	1356
773	4623	1349
774	4629	1344
775	4635	1338
776	4641	1332
777	4647	1326
778	4653	1320
779	4659	1314
780	4665	1308
781	4672	1302
782	4676	1296
783	4681	1289
784	4686	1283
785	4693	1277
786	4699	1272
787	4706	1266
788	4712	1260
789	4718	1254
790	4723	1248
791	4730	1242
792	4735	1236
793	4742	1230
794	4747	1224
795	4752	1218
796	4759	1212
797	4765	1206
798	4770	1200
799	4776	1194
800	4782	1188
801	4787	1182
802	4792	1175
803	4796	1169
804	4802	1163
805	4809	1157
806	4815	1151
807	4821	1145
808	4827	1139
809	4833	1133
810	4840	1127
811	4846	1122
812	4852	1116
813	4858	1110
814	4864	1104
815	4871	1098
816	4877	1092
817	4882	1086
818	4888	1080
819	4894	1074
820	4900	1068
821	4905	1062
822	4910	1056
823	4916	1050
824	4922	1044
825	4928	1038
826	4934	1032
827	4940	1026
828	4946	1020
829	4953	1014
830	4959	1008
831	4965	1002
832	4971	996
833	4978	990
834	4984	984
835	4991	979
836	4996	973
837	5001	966
838	5008	961
839	5014	955
840	5020	949
841	5026	943
842	5032	937
843	5038	931
844	5044	925
845	5050	919
846	5057	913
847	5062	907
848	5068	901
849	5074	895
850	5080	889
851	5086	883
852	5092	877
853	5098	871
854	5104	865
855	5110	859
856	5116	853
857	5123	847
858	5129	841
859	5135	835
860	5141	829
861	5147	824
862	5153	818
863	5158	811
864	5164	806
865	5170	800
866	5175	793
867	5182	788
868	5188	782
869	5194	776
870	5200	770
871	5206	764
872	5212	758
873	5218	752
874	5224	746
875	5230	740
876	5236	734
877	5240	728
878	5246	722
879	5252	716
880	5258	710
881	5264	704
882	5269	698
883	5273	692
884	5279	686
885	5285	680
886	5290	673
887	5296	668
888	5302	662
889	5308	656
890	5314	650
891	5319	644
892	5325	638
893	5331	632
894	5336	626
895	5342	620
896	5349	614
897	5355	608
898	5361	602
899	5365	596
900	5371	590
901	5376	584
902	5382	578
903	5388	572
904	5393	566
905	5399	560
906	5405	554
907	5412	548
908	5417	542
909	5422	536
910	5429	530
911	5434	524
912	5440	518
913	5447	512
914	5453	506
915	5459	500
916	5465	494
917	5470	488
918	5477	482
919	5483	476
920	5488	470
921	5495	464
922	5501	458
923	5507	452
924	5513	447
925	5519	441
926	5525	435
927	5531	429
928	5537	423
929	5544	417
930	5550	411
931	5555	405
932	5562	399
933	5568	393
934	5574	387
935	5580	381
936	5586	375
937	5592	369
938	5598	363
939	5603	357
940	5610	351
941	5615	345
942	5620	339
943	5627	333
944	5633	327
945	5639	321
946	5645	315
947	5650	309
948	5655	303
949	5661	297
950	5667	292
951	5673	286
952	5679	280
953	5684	274
954	5690	268
955	5696	262
956	5701	256
957	5708	250
958	5714	244
959	5720	238
960	5725	232
961	5730	226
962	5736	220
963	5743	214
964	5748	208
965	5754	202
966	5760	196
967	5765	190
968	5771	184
969	5777	178
970	5783	172
971	5790	166
972	5796	160
973	5802	154
974	5807	148
975	5812	142
976	5818	136
977	5824	131
978	5829	125
979	5835	119
980	5841	113
981	5847	107
982	5853	101
983	5860	95
984	5865	89
985	5871	83
986	5877	77
987	5883	71
988	5890	65
989	5896	59
990	5901	53
991	5906	47
992	5912	41
993	5918	35
994	5924	29
995	5930	23
996	5935	17
997	5942	11
998	5948	5
999	5954	0
